coinpair,length_in_days,balance,config_length,config_multiplier,no_of_orders,number_of_profit_order,average_profit,number_of_loss_order,average_loss,avarage_pnl_per_month
sol,725.0104166666666,380.99948331861293,14,14.5,69,28,28.021655620677052,41,-9.844070099032791,15.7652693489692
sol,725.0104166666666,470.7441954854352,14,15.0,65,27,30.872297723021152,38,-9.547574816740413,19.478790290341426
sol,725.0104166666666,445.65943176990703,14,15.5,63,26,30.84040569533215,37,-9.626786927262941,18.440814981068264
sol,725.0104166666666,405.06981071735356,14,16.0,62,23,33.68796224985361,39,-9.48085438536614,16.76126858616943
sol,725.0104166666666,407.0684706100648,14,16.5,60,22,34.63219713470783,38,-9.337891219829144,16.843970565896853
sol,725.0104166666666,658.7941748916395,14,17.0,56,20,49.783195066579886,36,-9.35749240110995,27.260056948720877
sol,725.0104166666666,627.2802184156733,14,17.5,54,19,50.959202282361716,35,-9.741274998548555,25.956049899241954
sol,725.0104166666666,629.464712547481,14,18.0,52,17,55.558740072784246,35,-9.000967676852893,26.04644146113914
sol,725.0104166666666,692.442370587136,14,18.5,47,18,53.64494874693844,29,-9.419541615784684,28.652376076363154
sol,725.0104166666666,659.9229594583055,14,19.0,46,16,58.40289990120324,30,-9.150781298698218,27.306764604530393
sol,725.0104166666666,640.5955529845876,14,19.5,45,16,57.13321606711325,29,-9.432272554800843,26.507021344457872
sol,725.0104166666666,607.99373639113,14,20.0,45,16,56.203282566876794,29,-10.043406368237882,25.158000040322044
sol,725.0104166666666,-95.91868899569984,15,4.0,579,208,6.069069335706711,371,-3.6611458512741124,-3.9689921740724348
sol,725.0104166666666,-18.121916577519173,15,4.5,472,161,7.074342365925668,311,-3.7205499597799094,-0.7498616362301579
sol,725.0104166666666,80.05122954591849,15,5.0,392,141,7.43535305364716,251,-3.8579025936985296,3.312417078666187
sol,725.0104166666666,54.00441094709375,15,5.5,341,124,7.728952539583775,217,-4.16767605512117,2.234633173770923
sol,725.0104166666666,34.94751609994674,15,6.0,302,110,8.116954047831598,192,-4.46831994354963,1.446083337421109
sol,725.0104166666666,108.9130904008683,15,6.5,260,101,8.683239807567764,159,-4.83078069285205,4.506683817107524
sol,725.0104166666666,101.0987430735942,15,7.0,230,89,9.201515827597689,141,-5.0910366353375895,4.18333615970965
sol,725.0104166666666,109.75550109010453,15,7.5,205,79,9.951962987597259,126,-5.368647420079991,4.5415416896237275
sol,725.0104166666666,189.03746433727974,15,8.0,182,73,10.770362683821215,109,-5.478890014510725,7.8221275167219675
sol,725.0104166666666,204.30032503464236,15,8.5,166,66,11.50012296405562,100,-5.547077905930288,8.453685092164912
sol,725.0104166666666,283.26872279182135,15,9.0,146,61,13.328204632171003,85,-6.232373644360116,11.721295981960683
sol,725.0104166666666,217.03345627983478,15,9.5,138,54,14.086351958295676,84,-6.471780350811092,8.98056571149731
sol,725.0104166666666,140.52508148337634,15,10.0,134,50,14.406377296446099,84,-6.902306944511054,5.814747412711368
sol,725.0104166666666,218.79986813778163,15,10.5,120,44,17.358238888975748,76,-7.170561091804621,9.053657565793754
sol,725.0104166666666,257.480082357197,15,11.0,110,42,18.54529680452875,68,-7.667976226956036,10.654195157953584
sol,725.0104166666666,274.95741558452255,15,11.5,100,40,18.782634468282666,60,-7.939132719113068,11.377384762911811
sol,725.0104166666666,228.30023192643932,15,12.0,98,37,19.5974774426309,61,-8.144367761490233,9.446770419220202
sol,725.0104166666666,277.1681812070043,15,12.5,91,35,21.310077457704924,56,-8.369366603797639,11.46886340535585
sol,725.0104166666666,316.43322954905057,15,13.0,85,33,23.245351058861583,52,-8.666602988334263,13.093600682479643
sol,725.0104166666666,384.84117528124045,15,13.5,77,29,27.724246711731485,48,-8.732541236645261,15.924233628970455
sol,725.0104166666666,398.6734964472554,15,14.0,71,29,27.95236230608978,42,-9.808214534032093,16.496597315672126
sol,725.0104166666666,441.7510072312515,15,14.5,66,27,30.2754229658909,39,-9.632959303789818,18.279089392767407
sol,725.0104166666666,439.78641496352225,15,15.0,65,26,31.146134614795052,39,-9.487515000542288,18.19779708761288
sol,725.0104166666666,433.91130967330747,15,15.5,62,24,32.89996331641655,38,-9.36020552422868,17.954692775378593
sol,725.0104166666666,415.8965630809475,15,16.0,60,23,33.50729509533873,37,-9.58841146248225,17.2092656955091
sol,725.0104166666666,396.06046457609335,15,16.5,58,21,35.410954791374834,37,-9.393772595750765,16.388473412438742
sol,725.0104166666666,609.2529122137605,15,17.0,56,19,51.50602696766842,37,-9.982745950592957,25.210103118857923
sol,725.0104166666666,718.2834254885491,15,17.5,50,19,53.0880675372724,31,-9.367414765149238,29.721645743696524
sol,725.0104166666666,692.2365787576842,15,18.0,49,16,60.905705392985034,33,-8.55317295545686,28.643860674733563
sol,725.0104166666666,640.0650603713274,15,18.5,49,16,59.21702205545688,33,-9.315372500484324,26.48507024136755
sol,725.0104166666666,651.6811943125417,15,19.0,45,16,57.50462144023673,29,-9.254922370042967,26.96573094668353
sol,725.0104166666666,626.2778588766457,15,19.5,45,16,56.83227538658213,29,-9.759949907195464,25.914573548724007
sol,725.0104166666666,592.0951330594812,15,20.0,45,16,55.41995865720354,29,-10.159455360543975,24.500136251078377
sol,725.0104166666666,-40.46203650822803,16,4.0,567,207,6.1144273480312314,360,-3.6281902709741467,-1.6742671102957822
sol,725.0104166666666,4.7079930877625635,16,4.5,467,167,6.933402371682237,300,-3.8439006766105708,0.19481070807540385
sol,725.0104166666666,51.09446519044741,16,5.0,394,139,7.476155159235141,255,-3.8748670664440663,2.1142233552461684
sol,725.0104166666666,29.688080385100385,16,5.5,343,125,7.583919456140643,218,-4.21239381482789,1.2284546415868898
sol,725.0104166666666,-56.28764763137275,16,6.0,308,108,7.94738226041492,200,-4.573024658780921,-2.3291105756864634
sol,725.0104166666666,131.53443715098834,16,6.5,258,100,8.908479445020346,158,-4.8057816920952305,5.442726095815383
sol,725.0104166666666,159.08787557457967,16,7.0,225,90,9.411539530148538,135,-5.095930978805843,6.582851994293034
sol,725.0104166666666,103.46159977665397,16,7.5,205,79,9.981374351914644,126,-5.4370394763857375,4.281108135756145
sol,725.0104166666666,190.78360881639367,16,8.0,180,70,11.07105099529959,110,-5.310817825950708,7.894380732909208
sol,725.0104166666666,194.31166544322122,16,8.5,164,66,11.462037808561872,98,-5.736559488998594,8.040367185478328
sol,725.0104166666666,271.13225972392837,16,9.0,145,60,13.539916333117253,85,-6.367796708977726,11.219104725577417
sol,725.0104166666666,189.4184830705445,16,9.5,140,53,14.39172359166814,87,-6.59014789986054,7.837893582608989
sol,725.0104166666666,168.62652241093392,16,10.0,131,50,14.658761758210908,81,-6.966809450612487,6.977548951070958
sol,725.0104166666666,213.19352930247965,16,10.5,120,43,17.88179005479663,77,-7.217187572126956,8.821674464320074
sol,725.0104166666666,279.25040066242565,16,11.0,108,40,19.82385656647112,68,-7.554468558770873,11.555022972482952
sol,725.0104166666666,277.8789726746129,16,11.5,99,38,19.804859003195784,61,-7.782060154866012,11.498275043503472
sol,725.0104166666666,248.71506891558278,16,12.0,95,37,19.684025808336553,58,-8.26886010332534,10.29151015756783
sol,725.0104166666666,305.554816232896,16,12.5,88,35,21.40367236933659,53,-8.369315409318578,12.643465909264817
sol,725.0104166666666,301.25069523983865,16,13.0,84,33,22.923401885806694,51,-8.925913078270241,12.46536690982508
sol,725.0104166666666,343.0807145716176,16,13.5,77,30,25.697828101651535,47,-9.10327932931762,14.196239392627387
sol,725.0104166666666,416.9113262670567,16,14.0,70,28,29.022526822571074,42,-9.421891065831748,17.251255293014804
sol,725.0104166666666,461.6771588296376,16,14.5,65,27,30.32800600023752,38,-9.399447452020402,19.103607957204012
sol,725.0104166666666,440.78557803462684,16,15.0,64,25,32.34159031864287,39,-9.429594357216533,18.239141172393
sol,725.0104166666666,435.5996347030474,16,15.5,61,25,31.65678345016542,36,-9.883887543085782,18.024553497001143
sol,725.0104166666666,416.80290201959184,16,16.0,59,24,31.912349166618156,35,-9.974099370835544,17.246768836890627
sol,725.0104166666666,372.25766583737004,16,16.5,58,20,36.88944985227466,38,-9.619245558108503,15.403544167635895
sol,725.0104166666666,644.4946562693265,16,17.0,52,18,53.26603681969741,34,-9.243941367212559,26.668361231241796
sol,725.0104166666666,660.6624639656594,16,17.5,50,17,55.728824311671794,33,-8.688713616144273,27.337364351390054
sol,725.0104166666666,671.5256337996841,16,18.0,49,17,56.6865950902784,32,-9.129577585470267,27.786868368889674
sol,725.0104166666666,656.9533677322431,16,18.5,47,16,58.91624174476594,31,-9.216338715613299,27.18388671238718
sol,725.0104166666666,625.0040357839777,16,19.0,46,15,60.747107199688195,31,-9.232341039075651,25.861864384963663
sol,725.0104166666666,596.7827926555129,16,19.5,45,16,55.558615176900474,29,-10.07431207499637,24.69410558537776
sol,725.0104166666666,591.6255457261439,16,20.0,44,16,54.84020258543538,28,-10.207774844315074,24.480705330258104
sol,725.0104166666666,-57.10621624658802,17,4.0,572,209,6.071655776089388,363,-3.6531192106040487,-2.362981893797122
sol,725.0104166666666,39.626838465873014,17,4.5,470,168,6.930951884618456,302,-3.7244141660596943,1.6397076878452075
sol,725.0104166666666,68.13368631534385,17,5.0,393,136,7.634735271246897,257,-3.77505957421881,2.819284444019343
sol,725.0104166666666,-7.961683790953968,17,5.5,347,125,7.533534307969356,222,-4.277718343635691,-0.3294442510588559
sol,725.0104166666666,49.12719264443934,17,6.0,301,112,8.150934510287504,189,-4.57025117728974,2.032820143618415
sol,725.0104166666666,137.494953921692,17,6.5,259,101,8.962169003519687,158,-4.858760224264533,5.689364625428844
sol,725.0104166666666,159.74352254480195,17,7.0,224,89,9.53875918803362,135,-5.105229964371778,6.609981823954104
sol,725.0104166666666,128.0052525261836,17,7.5,204,72,11.043991100193264,132,-5.054258383997964,5.296692968138515
sol,725.0104166666666,179.85548731256304,17,8.0,180,68,11.351474744784795,112,-5.286114244042886,7.442189098722455
sol,725.0104166666666,153.68044438650838,17,8.5,166,65,11.603622108828523,101,-5.946089036508371,6.359099435829143
sol,725.0104166666666,241.1342235860663,17,9.0,146,60,13.4820133808086,86,-6.602169526307556,9.977824512979282
sol,725.0104166666666,178.22276395572487,17,9.5,140,53,14.568916588720711,87,-6.826779485591644,7.374629102922194
sol,725.0104166666666,211.97437978042407,17,10.0,127,49,15.606731765751812,78,-7.086608676171983,8.771227622701131
sol,725.0104166666666,290.882259712896,17,10.5,114,43,19.0430566635553,71,-7.436185589013835,12.036334362626118
sol,725.0104166666666,284.0679135619894,17,11.0,105,38,20.868599046421405,67,-7.596102241821256,11.754365469727873
sol,725.0104166666666,267.9979045238611,17,11.5,99,39,19.530075981587665,60,-8.227917645967626,11.08940913246534
sol,725.0104166666666,229.36677607512158,17,12.0,95,37,19.598545727863176,58,-8.547920963031308,9.49090264646126
sol,725.0104166666666,250.71966544525472,17,12.5,88,35,19.885188929482602,53,-8.401168812955403,10.374457787708995
sol,725.0104166666666,278.62067920906696,17,13.0,83,33,21.7620964697629,50,-8.790570085862177,11.528965907416746
sol,725.0104166666666,396.41022336557666,17,13.5,72,28,28.19190600759995,44,-8.930980564709586,16.402945981995387
sol,725.0104166666666,404.37853067746136,17,14.0,69,28,28.791051395004235,41,-9.799290448357493,16.732664305844583
sol,725.0104166666666,448.4112198043106,17,14.5,64,26,31.21351697039527,38,-9.556321616472802,18.554680436149113
sol,725.0104166666666,432.8659695911479,17,15.0,63,26,31.014753527186564,37,-10.095070867991966,17.911437945180474
sol,725.0104166666666,413.74454490731534,17,15.5,61,25,31.238588997986497,36,-10.200560556731864,17.12021794705634
sol,725.0104166666666,432.0532661707591,17,16.0,58,22,34.70152315474338,36,-9.205006756488753,17.877809321299782
sol,725.0104166666666,625.0330226306488,17,16.5,55,19,51.856819694086745,36,-10.006848654361093,25.863063823454674
sol,725.0104166666666,656.335963055803,17,17.0,51,18,53.18224272964036,33,-9.119527456900713,27.158339299732944
sol,725.0104166666666,702.073790334124,17,17.5,49,16,61.406806835841046,33,-8.49803391028281,29.05091185704627
sol,725.0104166666666,662.5181517975018,17,18.0,49,16,60.28302727376036,33,-9.151826805535277,27.414150330840148
sol,725.0104166666666,634.9640863916198,17,18.5,47,16,57.91092020341598,31,-9.406794737517282,26.27399848864047
sol,725.0104166666666,629.291378403761,17,19.0,45,16,57.231045677210076,29,-9.876046635572424,26.03926911686372
sol,725.0104166666666,601.5465166929258,17,19.5,44,16,55.274822008261204,28,-10.10180840854476,24.891222368581293
sol,725.0104166666666,577.8536860671815,17,20.0,44,15,58.31496619167805,29,-10.236924372689284,23.910843463074997
sol,725.0104166666666,-50.639295201636294,18,4.0,573,206,6.285784352605485,367,-3.6662421575977278,-2.0953890056279727
sol,725.0104166666666,4.654541677204728,18,4.5,472,172,6.728121087289939,300,-3.841940951122217,0.19259895734759008
sol,725.0104166666666,80.33940812529124,18,5.0,392,137,7.687780401339451,255,-3.8152412033655425,3.324341538208342
sol,725.0104166666666,-22.19058698630321,18,5.5,346,127,7.456493411318112,219,-4.425412101478098,-0.9182179928528792
sol,725.0104166666666,31.832736382847344,18,6.0,300,112,8.117691368284431,188,-4.666748387579837,1.3171977526558576
sol,725.0104166666666,126.22982365306058,18,6.5,259,99,9.123305560837125,160,-4.856108917936341,5.223228001333522
sol,725.0104166666666,156.6312718877241,18,7.0,225,86,10.000435090737518,139,-5.060475869897141,6.481200888444784
sol,725.0104166666666,153.33268206722084,18,7.5,202,74,10.92641386282946,128,-5.11892143579812,6.34470947764538
sol,725.0104166666666,131.79771644395555,18,8.0,185,69,10.980737226487463,116,-5.395458208479996,5.453620254861166
sol,725.0104166666666,155.19542855946833,18,8.5,163,62,12.105826961983917,101,-5.89471131765876,6.421787535398468
sol,725.0104166666666,224.91248580667138,18,9.0,149,58,13.747486055675479,91,-6.2905681914561145,9.306589835249689
sol,725.0104166666666,186.04169939715146,18,9.5,139,53,14.40168012325456,86,-6.712178455062095,7.698166610591748
sol,725.0104166666666,185.87955446631682,18,10.0,128,49,15.84605432817907,79,-7.475659590056429,7.691457261576594
sol,725.0104166666666,242.49287730435947,18,10.5,115,44,17.342347895127162,71,-7.331977888468112,10.034043859090463
sol,725.0104166666666,291.1638223237349,18,11.0,103,38,20.775024270686572,65,-7.665955384036227,12.047985061886418
sol,725.0104166666666,292.3562098324995,18,11.5,96,37,20.695036689157916,59,-8.023053350277008,12.09732452576254
sol,725.0104166666666,232.87940465956507,18,12.0,94,37,19.565035433829674,57,-8.614507129686546,9.636250706448864
sol,725.0104166666666,274.8516033676326,18,12.5,86,33,22.104944093295963,53,-8.57757644737989,11.373006389258515
sol,725.0104166666666,252.33965543848663,18,13.0,83,30,23.131756714500106,53,-8.332321622575785,10.441490893275118
sol,725.0104166666666,373.8197416224105,18,13.5,74,28,28.183957108201618,46,-9.02893603059206,15.468180857639148
sol,725.0104166666666,484.08485895451344,18,14.0,65,27,30.907789156946826,38,-9.221722323238177,20.030809812919337
sol,725.0104166666666,458.4443002189587,18,14.5,64,27,30.55486530047197,37,-9.906407105237417,18.96983641945663
sol,725.0104166666666,440.2540155371305,18,15.0,61,26,30.71339513579134,35,-10.2369787998127,18.217145798866913
sol,725.0104166666666,432.0302316458628,18,15.5,59,24,32.16730634222302,35,-9.713860587642566,17.876856182239983
sol,725.0104166666666,437.47588959597823,18,16.0,56,21,35.73857507297889,35,-8.94383391247367,18.10219051502733
sol,725.0104166666666,648.0011613714969,18,16.5,53,18,54.189899957389024,35,-9.354772510328734,26.813455909396577
sol,725.0104166666666,670.2509354412209,18,17.0,50,18,52.77331154279758,32,-8.73964601028548,27.73412298775472
sol,725.0104166666666,673.591763439077,18,17.5,49,17,56.56644092279647,32,-9.00117913276447,27.87236216009169
sol,725.0104166666666,631.8786809128097,18,18.0,49,16,58.830033287792546,33,-9.375813687632464,26.146328372133908
sol,725.0104166666666,626.1750273512147,18,18.5,46,17,54.1279819550683,29,-10.13795399603263,25.910318512255547
sol,725.0104166666666,620.5834431003101,18,19.0,44,16,55.89805730001878,28,-9.77805263214252,25.678945936536735
sol,725.0104166666666,590.684776353103,18,19.5,44,15,58.56269542199291,29,-9.922608792303127,24.441777501716018
sol,725.0104166666666,565.5877547957052,18,20.0,44,15,57.86233790646721,29,-10.425769441424233,23.403294978687537
